Ano,Estado,Mês,Número,Periodo
2017,Amazonas,Março,45,032017
1998,Amazonas,Abril,0,041998
1999,Amazonas,Abril,2,041999
2000,Amazonas,Abril,18,042000
2001,Amazonas,Abril,1,042001
2002,Amazonas,Abril,2,042002
2003,Amazonas,Abril,11,042003
2004,Amazonas,Abril,4,042004
2005,Amazonas,Abril,5,042005
2006,Amazonas,Abril,5,042006
2007,Amazonas,Abril,0,042007
2008,Amazonas,Abril,13,042008
2009,Amazonas,Abril,1,042009
2010,Amazonas,Abril,11,042010
2011,Amazonas,Abril,5,042011
2012,Amazonas,Abril,3,042012
2013,Amazonas,Abril,20,042013
2014,Amazonas,Abril,25,042014
2015,Amazonas,Abril,24,042015
2016,Amazonas,Abril,22,042016
2017,Amazonas,Abril,20,042017
1998,Amazonas,Maio,0,051998
1999,Amazonas,Maio,0,051999
2000,Amazonas,Maio,51,052000
2001,Amazonas,Maio,0,052001
2002,Amazonas,Maio,8,052002
2003,Amazonas,Maio,2,052003
2004,Amazonas,Maio,0,052004
2005,Amazonas,Maio,8,052005
2006,Amazonas,Maio,4,052006
2007,Amazonas,Maio,0,052007
2008,Amazonas,Maio,1,052008
2009,Amazonas,Maio,3,052009
2010,Amazonas,Maio,13,052010
2011,Amazonas,Maio,6,052011
2012,Amazonas,Maio,12,052012
2013,Amazonas,Maio,19,052013
2014,Amazonas,Maio,12,052014
2015,Amazonas,Maio,10,052015
2016,Amazonas,Maio,30,052016
2017,Amazonas,Maio,40,052017
1998,Amazonas,Junho,2,061998
1999,Amazonas,Junho,7,061999
2000,Amazonas,Junho,6,062000
2001,Amazonas,Junho,5,062001
2002,Amazonas,Junho,5,062002
2003,Amazonas,Junho,3,062003
2004,Amazonas,Junho,12,062004
2005,Amazonas,Junho,78,062005
2006,Amazonas,Junho,9,062006
2007,Amazonas,Junho,23,062007
2008,Amazonas,Junho,7,062008
2009,Amazonas,Junho,13,062009
2010,Amazonas,Junho,9,062010
2011,Amazonas,Junho,22,062011
2012,Amazonas,Junho,45,062012
2013,Amazonas,Junho,56,062013
2014,Amazonas,Junho,74,062014
2015,Amazonas,Junho,33,062015
2016,Amazonas,Junho,90,062016
2017,Amazonas,Junho,119,062017
1998,Amazonas,Julho,71,071998
1999,Amazonas,Julho,11,071999
2000,Amazonas,Julho,39,072000
2001,Amazonas,Julho,9,072001
2002,Amazonas,Julho,146,072002
2003,Amazonas,Julho,180,072003
2004,Amazonas,Julho,177,072004
2005,Amazonas,Julho,676,072005
2006,Amazonas,Julho,123,072006
2007,Amazonas,Julho,116,072007
2008,Amazonas,Julho,108,072008
2009,Amazonas,Julho,199,072009
2010,Amazonas,Julho,640,072010
2011,Amazonas,Julho,271,072011
2012,Amazonas,Julho,234,072012
2013,Amazonas,Julho,248,072013
2014,Amazonas,Julho,202,072014
2015,Amazonas,Julho,356,072015
2016,Amazonas,Julho,1137,072016
2017,Amazonas,Julho,1975,072017
1998,Amazonas,Agosto,321,081998
1999,Amazonas,Agosto,259,081999
2000,Amazonas,Agosto,180,082000
2001,Amazonas,Agosto,501,082001
2002,Amazonas,Agosto,741,082002
2003,Amazonas,Agosto,1867,082003
2004,Amazonas,Agosto,1207,082004
2005,Amazonas,Agosto,2316,082005
2006,Amazonas,Agosto,1422,082006
2007,Amazonas,Agosto,2241,082007
2008,Amazonas,Agosto,861,082008
2009,Amazonas,Agosto,1321,082009
2010,Amazonas,Agosto,3727,082010
2011,Amazonas,Agosto,1243,082011
2012,Amazonas,Agosto,3011,082012
2013,Amazonas,Agosto,1276,082013
2014,Amazonas,Agosto,3852,082014
2015,Amazonas,Agosto,4564,082015
2016,Amazonas,Agosto,3611,082016
2017,Amazonas,Agosto,6316,082017
1998,Amazonas,Setembro,267,091998
1999,Amazonas,Setembro,216,091999
2000,Amazonas,Setembro,189,092000
2001,Amazonas,Setembro,166,092001
2002,Amazonas,Setembro,928,092002
2003,Amazonas,Setembro,1401,092003
2004,Amazonas,Setembro,911,092004
2005,Amazonas,Setembro,2812,092005
2006,Amazonas,Setembro,2218,092006
2007,Amazonas,Setembro,1360,092007
2008,Amazonas,Setembro,998,092008
2009,Amazonas,Setembro,3091,092009
2010,Amazonas,Setembro,2781,092010
2011,Amazonas,Setembro,1295,092011
2012,Amazonas,Setembro,2392,092012
2013,Amazonas,Setembro,1739,092013
2014,Amazonas,Setembro,3057,092014
2015,Amazonas,Setembro,5882,092015
2016,Amazonas,Setembro,3119,092016
2017,Amazonas,Setembro,4033,092017
1998,Amazonas,Outubro,83,101998
1999,Amazonas,Outubro,479,101999
2000,Amazonas,Outubro,145,102000
2001,Amazonas,Outubro,332,102001
2002,Amazonas,Outubro,695,102002
2003,Amazonas,Outubro,725,102003
2004,Amazonas,Outubro,710,102004
2005,Amazonas,Outubro,545,102005
2006,Amazonas,Outubro,721,102006
2007,Amazonas,Outubro,215,102007
2008,Amazonas,Outubro,632,102008
2009,Amazonas,Outubro,2189,102009
2010,Amazonas,Outubro,889,102010
2011,Amazonas,Outubro,694,102011
2012,Amazonas,Outubro,1238,102012
2013,Amazonas,Outubro,1202,102013
2014,Amazonas,Outubro,952,102014
2015,Amazonas,Outubro,2494,102015
2016,Amazonas,Outubro,2105,102016
2017,Amazonas,Outubro,1581,102017
1998,Amazonas,Novembro,6,111998
1999,Amazonas,Novembro,32,111999
2000,Amazonas,Novembro,27,112000
2001,Amazonas,Novembro,244,112001
2002,Amazonas,Novembro,259,112002
2003,Amazonas,Novembro,169,112003
2004,Amazonas,Novembro,209,112004
2005,Amazonas,Novembro,261,112005
2006,Amazonas,Novembro,59,112006
2007,Amazonas,Novembro,90,112007
2008,Amazonas,Novembro,39,112008
2009,Amazonas,Novembro,973,112009
2010,Amazonas,Novembro,354,112010
2011,Amazonas,Novembro,399,112011
2012,Amazonas,Novembro,682,112012
2013,Amazonas,Novembro,220,112013
2014,Amazonas,Novembro,676,112014
2015,Amazonas,Novembro,1054,112015
2016,Amazonas,Novembro,591,112016
2017,Amazonas,Novembro,552,112017
1998,Amazonas,Dezembro,196,121998
1999,Amazonas,Dezembro,2,121999
2000,Amazonas,Dezembro,60,122000
2001,Amazonas,Dezembro,22,122001
2002,Amazonas,Dezembro,44,122002
2003,Amazonas,Dezembro,147,122003
2004,Amazonas,Dezembro,53,122004
2005,Amazonas,Dezembro,17,122005
2006,Amazonas,Dezembro,23,122006
2007,Amazonas,Dezembro,7,122007
2008,Amazonas,Dezembro,0,122008
2009,Amazonas,Dezembro,102,122009
2010,Amazonas,Dezembro,123,122010
2011,Amazonas,Dezembro,121,122011
2012,Amazonas,Dezembro,80,122012
2013,Amazonas,Dezembro,236,122013
2014,Amazonas,Dezembro,293,122014
2015,Amazonas,Dezembro,565,122015
2016,Amazonas,Dezembro,133,122016
1998,Bahia,Janeiro,0,011998
1999,Bahia,Janeiro,114,011999
2000,Bahia,Janeiro,31,012000
2001,Bahia,Janeiro,24,012001
2002,Bahia,Janeiro,125,012002
2003,Bahia,Janeiro,439,012003
2004,Bahia,Janeiro,158,012004
2005,Bahia,Janeiro,303,012005
2006,Bahia,Janeiro,225,012006
2007,Bahia,Janeiro,373,012007
2008,Bahia,Janeiro,314,012008
2009,Bahia,Janeiro,177,012009
2010,Bahia,Janeiro,297,012010
2011,Bahia,Janeiro,101,012011
2012,Bahia,Janeiro,179,012012
2013,Bahia,Janeiro,125,012013
2014,Bahia,Janeiro,132,012014
2015,Bahia,Janeiro,256,012015
2016,Bahia,Janeiro,285,012016
2017,Bahia,Janeiro,154,012017
1998,Bahia,Fevereiro,0,021998
1999,Bahia,Fevereiro,157,021999
2000,Bahia,Fevereiro,32,022000
2001,Bahia,Fevereiro,101,022001
2002,Bahia,Fevereiro,204,022002
2003,Bahia,Fevereiro,223,022003
2004,Bahia,Fevereiro,122,022004
2005,Bahia,Fevereiro,143,022005
2006,Bahia,Fevereiro,277,022006
2007,Bahia,Fevereiro,113,022007
2008,Bahia,Fevereiro,235,022008
2009,Bahia,Fevereiro,117,022009
2010,Bahia,Fevereiro,206,022010
2011,Bahia,Fevereiro,156,022011
2012,Bahia,Fevereiro,200,022012
2013,Bahia,Fevereiro,231,022013
2014,Bahia,Fevereiro,107,022014
2015,Bahia,Fevereiro,143,022015
2016,Bahia,Fevereiro,418,022016
2017,Bahia,Fevereiro,100,022017
1998,Bahia,Março,0,031998
1999,Bahia,Março,83,031999
2000,Bahia,Março,65,032000
2001,Bahia,Março,4,032001
2002,Bahia,Março,146,032002
2003,Bahia,Março,274,032003
2004,Bahia,Março,115,032004
2005,Bahia,Março,158,032005
2006,Bahia,Março,199,032006
2007,Bahia,Março,141,032007
2008,Bahia,Março,135,032008
2009,Bahia,Março,249,032009
2010,Bahia,Março,156,032010
2011,Bahia,Março,90,032011
2012,Bahia,Março,404,032012
2013,Bahia,Março,363,032013
2014,Bahia,Março,148,032014
2015,Bahia,Março,229,032015
2016,Bahia,Março,281,032016
2017,Bahia,Março,163,032017
1998,Bahia,Abril,0,041998
1999,Bahia,Abril,55,041999
2000,Bahia,Abril,23,042000
2001,Bahia,Abril,26,042001
2002,Bahia,Abril,110,042002
2003,Bahia,Abril,376,042003
2004,Bahia,Abril,89,042004
2005,Bahia,Abril,76,042005
2006,Bahia,Abril,60,042006
2007,Bahia,Abril,64,042007
2008,Bahia,Abril,151,042008
2009,Bahia,Abril,40,042009
2010,Bahia,Abril,103,042010
2011,Bahia,Abril,149,042011
2012,Bahia,Abril,396,042012
2013,Bahia,Abril,108,042013
2014,Bahia,Abril,183,042014
2015,Bahia,Abril,190,042015
2016,Bahia,Abril,217,042016
2017,Bahia,Abril,94,042017
1998,Bahia,Maio,0,051998
1999,Bahia,Maio,76,051999
2000,Bahia,Maio,71,052000
2001,Bahia,Maio,85,052001
2002,Bahia,Maio,166,052002
2003,Bahia,Maio,106,052003
2004,Bahia,Maio,124,052004
2005,Bahia,Maio,120,052005
2006,Bahia,Maio,43,052006
2007,Bahia,Maio,161,052007
2008,Bahia,Maio,56,052008
2009,Bahia,Maio,34,052009
2010,Bahia,Maio,198,052010
2011,Bahia,Maio,189,052011
2012,Bahia,Maio,326,052012
2013,Bahia,Maio,141,052013
2014,Bahia,Maio,224,052014
2015,Bahia,Maio,144,052015
2016,Bahia,Maio,259,052016
2017,Bahia,Maio,121,052017
1998,Bahia,Junho,55,061998
1999,Bahia,Junho,64,061999
2000,Bahia,Junho,178,062000
2001,Bahia,Junho,98,062001
2002,Bahia,Junho,118,062002
2003,Bahia,Junho,140,062003
2004,Bahia,Junho,289,062004
2005,Bahia,Junho,211,062005
2006,Bahia,Junho,68,062006
2007,Bahia,Junho,270,062007
2008,Bahia,Junho,72,062008
2009,Bahia,Junho,92,062009
2010,Bahia,Junho,192,062010
2011,Bahia,Junho,345,062011
2012,Bahia,Junho,385,062012
2013,Bahia,Junho,208,062013
2014,Bahia,Junho,243,062014
2015,Bahia,Junho,242,062015
2016,Bahia,Junho,416,062016
2017,Bahia,Junho,329,062017
1998,Bahia,Julho,219,071998
1999,Bahia,Julho,107,071999
2000,Bahia,Julho,202,072000
2001,Bahia,Julho,248,072001
2002,Bahia,Julho,549,072002
2003,Bahia,Julho,261,072003
2004,Bahia,Julho,310,072004
2005,Bahia,Julho,269,072005
2006,Bahia,Julho,229,072006
2007,Bahia,Julho,811,072007
2008,Bahia,Julho,271,072008
2009,Bahia,Julho,321,072009
2010,Bahia,Julho,519,072010
2011,Bahia,Julho,578,072011
2012,Bahia,Julho,906,072012
2013,Bahia,Julho,362,072013
2014,Bahia,Julho,249,072014
2015,Bahia,Julho,306,072015
2016,Bahia,Julho,345,072016
2017,Bahia,Julho,300,072017
1998,Bahia,Agosto,815,081998
1999,Bahia,Agosto,453,081999
2000,Bahia,Agosto,633,082000
2001,Bahia,Agosto,979,082001
2002,Bahia,Agosto,1827,082002
2003,Bahia,Agosto,1039,082003
2004,Bahia,Agosto,1430,082004
2005,Bahia,Agosto,948,082005
2006,Bahia,Agosto,995,082006
2007,Bahia,Agosto,3734,082007
2008,Bahia,Agosto,611,082008
2009,Bahia,Agosto,439,082009
2010,Bahia,Agosto,2423,082010
2011,Bahia,Agosto,1795,082011
2012,Bahia,Agosto,1835,082012
2013,Bahia,Agosto,610,082013
2014,Bahia,Agosto,674,082014
2015,Bahia,Agosto,829,082015
2016,Bahia,Agosto,724,082016
2017,Bahia,Agosto,1018,082017
1998,Bahia,Setembro,2718,091998
1999,Bahia,Setembro,1275,091999
2000,Bahia,Setembro,2285,092000
2001,Bahia,Setembro,3964,092001
2002,Bahia,Setembro,6439,092002
2003,Bahia,Setembro,8847,092003
2004,Bahia,Setembro,6433,092004
2005,Bahia,Setembro,4066,092005
2006,Bahia,Setembro,3006,092006
2007,Bahia,Setembro,7438,092007
2008,Bahia,Setembro,4837,092008
2009,Bahia,Setembro,3610,092009
2010,Bahia,Setembro,5323,092010
2011,Bahia,Setembro,7086,092011
2012,Bahia,Setembro,7495,092012
2013,Bahia,Setembro,2681,092013
2014,Bahia,Setembro,2604,092014
2015,Bahia,Setembro,7956,092015
2016,Bahia,Setembro,1819,092016
2017,Bahia,Setembro,1791,092017
1998,Bahia,Outubro,1969,101998
1999,Bahia,Outubro,1307,101999
2000,Bahia,Outubro,3350,102000
2001,Bahia,Outubro,1687,102001
2002,Bahia,Outubro,5414,102002
2003,Bahia,Outubro,4264,102003
2004,Bahia,Outubro,4810,102004
2005,Bahia,Outubro,8405,102005
2006,Bahia,Outubro,2079,102006
2007,Bahia,Outubro,4981,102007
2008,Bahia,Outubro,7691,102008
2009,Bahia,Outubro,2552,102009
2010,Bahia,Outubro,5264,102010
2011,Bahia,Outubro,2166,102011
2012,Bahia,Outubro,4607,102012
2013,Bahia,Outubro,1969,102013
2014,Bahia,Outubro,2763,102014
2015,Bahia,Outubro,4989,102015
2016,Bahia,Outubro,1415,102016
2017,Bahia,Outubro,4005,102017
1998,Bahia,Novembro,49,111998
1999,Bahia,Novembro,49,111999
2000,Bahia,Novembro,114,112000
2001,Bahia,Novembro,699,112001
2002,Bahia,Novembro,1020,112002
2003,Bahia,Novembro,533,112003
2004,Bahia,Novembro,1736,112004
2005,Bahia,Novembro,1595,112005
2006,Bahia,Novembro,239,112006
2007,Bahia,Novembro,2126,112007
2008,Bahia,Novembro,3175,112008
2009,Bahia,Novembro,402,112009
2010,Bahia,Novembro,605,112010
2011,Bahia,Novembro,176,112011
2012,Bahia,Novembro,168,112012
2013,Bahia,Novembro,288,112013
2014,Bahia,Novembro,348,112014
2015,Bahia,Novembro,1705,112015
2016,Bahia,Novembro,408,112016
2017,Bahia,Novembro,174,112017
1998,Bahia,Dezembro,82,121998
1999,Bahia,Dezembro,37,121999
2000,Bahia,Dezembro,24,122000
2001,Bahia,Dezembro,158,122001
2002,Bahia,Dezembro,848,122002
2003,Bahia,Dezembro,710,122003
2004,Bahia,Dezembro,423,122004
2005,Bahia,Dezembro,116,122005
2006,Bahia,Dezembro,169,122006
2007,Bahia,Dezembro,259,122007
2008,Bahia,Dezembro,52,122008
2009,Bahia,Dezembro,308,122009
2010,Bahia,Dezembro,226,122010
2011,Bahia,Dezembro,230,122011
2012,Bahia,Dezembro,477,122012
2013,Bahia,Dezembro,131,122013
2014,Bahia,Dezembro,144,122014
2015,Bahia,Dezembro,1408,122015
2016,Bahia,Dezembro,164,122016
1998,Ceará,Janeiro,0,011998
1999,Ceará,Janeiro,47,011999
2000,Ceará,Janeiro,1,012000
2001,Ceará,Janeiro,11,012001
2002,Ceará,Janeiro,33,012002
2003,Ceará,Janeiro,264,012003
2004,Ceará,Janeiro,143,012004
2005,Ceará,Janeiro,384,012005
2006,Ceará,Janeiro,211,012006
2007,Ceará,Janeiro,304,012007
2008,Ceará,Janeiro,166,012008
2009,Ceará,Janeiro,347,012009
2010,Ceará,Janeiro,288,012010
2011,Ceará,Janeiro,32,012011
2012,Ceará,Janeiro,273,012012
2013,Ceará,Janeiro,103,012013
2014,Ceará,Janeiro,115,012014
2015,Ceará,Janeiro,207,012015
2016,Ceará,Janeiro,100,012016
2017,Ceará,Janeiro,91,012017
1998,Ceará,Fevereiro,0,021998
1999,Ceará,Fevereiro,16,021999
2000,Ceará,Fevereiro,6,022000
2001,Ceará,Fevereiro,0,022001
2002,Ceará,Fevereiro,75,022002
2003,Ceará,Fevereiro,9,022003
2004,Ceará,Fevereiro,5,022004
2005,Ceará,Fevereiro,25,022005
2006,Ceará,Fevereiro,23,022006
2007,Ceará,Fevereiro,3,022007
2008,Ceará,Fevereiro,12,022008
2009,Ceará,Fevereiro,8,022009
2010,Ceará,Fevereiro,63,022010
2011,Ceará,Fevereiro,2,022011
2012,Ceará,Fevereiro,41,022012
2013,Ceará,Fevereiro,49,022013
2014,Ceará,Fevereiro,18,022014
2015,Ceará,Fevereiro,25,022015
2016,Ceará,Fevereiro,13,022016
2017,Ceará,Fevereiro,9,022017
1998,Ceará,Março,0,031998
1999,Ceará,Março,30,031999
2000,Ceará,Março,9,032000
2001,Ceará,Março,0,032001
2002,Ceará,Março,17,032002
2003,Ceará,Março,3,032003
2004,Ceará,Março,1,032004
2005,Ceará,Março,5,032005
2006,Ceará,Março,3,032006
2007,Ceará,Março,2,032007
2008,Ceará,Março,2,032008
2009,Ceará,Março,3,032009
2010,Ceará,Março,40,032010
2011,Ceará,Março,6,032011
2012,Ceará,Março,10,032012
2013,Ceará,Março,17,032013
2014,Ceará,Março,6,032014
2015,Ceará,Março,20,032015
2016,Ceará,Março,4,032016
2017,Ceará,Março,4,032017
1998,Ceará,Abril,0,041998
1999,Ceará,Abril,6,041999
2000,Ceará,Abril,15,042000
2001,Ceará,Abril,2,042001
2002,Ceará,Abril,5,042002
2003,Ceará,Abril,3,042003
2004,Ceará,Abril,2,042004
2005,Ceará,Abril,4,042005
2006,Ceará,Abril,1,042006
2007,Ceará,Abril,1,042007
2008,Ceará,Abril,0,042008
2009,Ceará,Abril,0,042009
2010,Ceará,Abril,7,042010
2011,Ceará,Abril,1,042011
2012,Ceará,Abril,2,042012
2013,Ceará,Abril,4,042013
2014,Ceará,Abril,4,042014
2015,Ceará,Abril,3,042015
2016,Ceará,Abril,10,042016
2017,Ceará,Abril,6,042017
1998,Ceará,Maio,0,051998
1999,Ceará,Maio,5,051999
2000,Ceará,Maio,7,052000
2001,Ceará,Maio,81,052001
2002,Ceará,Maio,10,052002
2003,Ceará,Maio,0,052003
2004,Ceará,Maio,3,052004
2005,Ceará,Maio,1,052005
2006,Ceará,Maio,0,052006
2007,Ceará,Maio,0,052007
2008,Ceará,Maio,0,052008
2009,Ceará,Maio,0,052009
2010,Ceará,Maio,2,052010
2011,Ceará,Maio,0,052011
2012,Ceará,Maio,19,052012
2013,Ceará,Maio,4,052013
2014,Ceará,Maio,4,052014
2015,Ceará,Maio,17,052015
2016,Ceará,Maio,8,052016
2017,Ceará,Maio,9,052017
1998,Ceará,Junho,1,061998
1999,Ceará,Junho,16,061999
2000,Ceará,Junho,16,062000
2001,Ceará,Junho,38,062001
2002,Ceará,Junho,13,062002
2003,Ceará,Junho,2,062003
2004,Ceará,Junho,1,062004
2005,Ceará,Junho,6,062005
2006,Ceará,Junho,0,062006
2007,Ceará,Junho,1,062007
2008,Ceará,Junho,1,062008
2009,Ceará,Junho,0,062009
2010,Ceará,Junho,3,062010
2011,Ceará,Junho,5,062011
2012,Ceará,Junho,28,062012
2013,Ceará,Junho,5,062013
2014,Ceará,Junho,19,062014
2015,Ceará,Junho,22,062015
2016,Ceará,Junho,45,062016
2017,Ceará,Junho,23,062017
1998,Ceará,Julho,76,071998
1999,Ceará,Julho,83,071999
2000,Ceará,Julho,18,072000
2001,Ceará,Julho,146,072001
2002,Ceará,Julho,12,072002
2003,Ceará,Julho,14,072003
2004,Ceará,Julho,16,072004
2005,Ceará,Julho,14,072005
2006,Ceará,Julho,1,072006
2007,Ceará,Julho,11,072007
2008,Ceará,Julho,3,072008
2009,Ceará,Julho,7,072009
2010,Ceará,Julho,44,072010
2011,Ceará,Julho,18,072011
2012,Ceará,Julho,50,072012
2013,Ceará,Julho,4,072013
2014,Ceará,Julho,47,072014
2015,Ceará,Julho,25,072015
2016,Ceará,Julho,124,072016
2017,Ceará,Julho,26,072017
1998,Ceará,Agosto,93,081998
1999,Ceará,Agosto,131,081999
2000,Ceará,Agosto,79,082000
2001,Ceará,Agosto,219,082001
2002,Ceará,Agosto,111,082002
2003,Ceará,Agosto,109,082003
2004,Ceará,Agosto,61,082004
2005,Ceará,Agosto,51,082005
2006,Ceará,Agosto,50,082006
2007,Ceará,Agosto,182,082007
2008,Ceará,Agosto,32,082008
2009,Ceará,Agosto,26,082009
2010,Ceará,Agosto,202,082010
2011,Ceará,Agosto,53,082011
2012,Ceará,Agosto,278,082012
2013,Ceará,Agosto,32,082013
2014,Ceará,Agosto,155,082014
2015,Ceará,Agosto,127,082015
2016,Ceará,Agosto,293,082016
2017,Ceará,Agosto,121,082017
1998,Ceará,Setembro,590,091998
1999,Ceará,Setembro,124,091999
2000,Ceará,Setembro,127,092000
2001,Ceará,Setembro,801,092001
2002,Ceará,Setembro,172,092002
2003,Ceará,Setembro,384,092003
2004,Ceará,Setembro,144,092004
2005,Ceará,Setembro,185,092005
2006,Ceará,Setembro,237,092006
2007,Ceará,Setembro,241,092007
2008,Ceará,Setembro,177,092008
2009,Ceará,Setembro,101,092009
2010,Ceará,Setembro,357,092010
2011,Ceará,Setembro,239,092011
2012,Ceará,Setembro,609,092012
2013,Ceará,Setembro,177,092013
2014,Ceará,Setembro,155,092014
2015,Ceará,Setembro,214,092015
2016,Ceará,Setembro,370,092016
2017,Ceará,Setembro,505,092017
1998,Ceará,Outubro,1014,101998
1999,Ceará,Outubro,309,101999
2000,Ceará,Outubro,875,102000
2001,Ceará,Outubro,2045,102001
2002,Ceará,Outubro,1606,102002
2003,Ceará,Outubro,1761,102003
2004,Ceará,Outubro,1217,102004
2005,Ceará,Outubro,1378,102005
2006,Ceará,Outubro,581,102006
2007,Ceará,Outubro,964,102007
2008,Ceará,Outubro,816,102008
2009,Ceará,Outubro,435,102009
2010,Ceará,Outubro,502,102010
2011,Ceará,Outubro,415,102011
2012,Ceará,Outubro,1104,102012
2013,Ceará,Outubro,466,102013
2014,Ceará,Outubro,517,102014
2015,Ceará,Outubro,658,102015
2016,Ceará,Outubro,1310,102016
2017,Ceará,Outubro,949,102017
1998,Ceará,Novembro,575,111998
1999,Ceará,Novembro,524,111999
2000,Ceará,Novembro,669,112000
2001,Ceará,Novembro,2456,112001
2002,Ceará,Novembro,2715,112002
2003,Ceará,Novembro,3327,112003
2004,Ceará,Novembro,2900,112004
2005,Ceará,Novembro,2483,112005
2006,Ceará,Novembro,1012,112006
2007,Ceará,Novembro,1443,112007
2008,Ceará,Novembro,1753,112008
2009,Ceará,Novembro,1653,112009
2010,Ceará,Novembro,1652,112010
2011,Ceará,Novembro,1561,112011
2012,Ceará,Novembro,995,112012
2013,Ceará,Novembro,1081,112013
2014,Ceará,Novembro,829,112014
2015,Ceará,Novembro,1081,112015
2016,Ceará,Novembro,1328,112016
2017,Ceará,Novembro,812,112017
1998,Ceará,Dezembro,276,121998
1999,Ceará,Dezembro,397,121999
2000,Ceará,Dezembro,389,122000
2001,Ceará,Dezembro,545,122001
2002,Ceará,Dezembro,1787,122002
2003,Ceará,Dezembro,2436,122003
2004,Ceará,Dezembro,3158,122004
2005,Ceará,Dezembro,1360,122005
2006,Ceará,Dezembro,1161,122006
2007,Ceará,Dezembro,1177,122007
2008,Ceará,Dezembro,1655,122008
2009,Ceará,Dezembro,1987,122009
2010,Ceará,Dezembro,578,122010
2011,Ceará,Dezembro,1441,122011
2012,Ceará,Dezembro,631,122012
2013,Ceará,Dezembro,956,122013
2014,Ceará,Dezembro,643,122014
2015,Ceará,Dezembro,1021,122015
2016,Ceará,Dezembro,819,122016
1998,Distrito Federal,Janeiro,0,011998
1999,Distrito Federal,Janeiro,0,011999
2000,Distrito Federal,Janeiro,0,012000
2001,Distrito Federal,Janeiro,0,012001
2002,Distrito Federal,Janeiro,0,012002
2003,Distrito Federal,Janeiro,0,012003
2004,Distrito Federal,Janeiro,0,012004
2005,Distrito Federal,Janeiro,0,012005
2006,Distrito Federal,Janeiro,0,012006
2007,Distrito Federal,Janeiro,0,012007
2008,Distrito Federal,Janeiro,0,012008
2009,Distrito Federal,Janeiro,1,012009
2010,Distrito Federal,Janeiro,2,012010
2011,Distrito Federal,Janeiro,2,012011
2012,Distrito Federal,Janeiro,0,012012
2013,Distrito Federal,Janeiro,0,012013
2014,Distrito Federal,Janeiro,0,012014
2015,Distrito Federal,Janeiro,1,012015
2016,Distrito Federal,Janeiro,1,012016
2017,Distrito Federal,Janeiro,1,012017
1998,Distrito Federal,Fevereiro,0,021998
1999,Distrito Federal,Fevereiro,2,021999
2000,Distrito Federal,Fevereiro,0,022000
2001,Distrito Federal,Fevereiro,1,022001
2002,Distrito Federal,Fevereiro,0,022002
2003,Distrito Federal,Fevereiro,1,022003
2004,Distrito Federal,Fevereiro,0,022004
