Ano,Estado,Mês,Número,Periodo
2010,Sergipe,Março,44,032010
2011,Sergipe,Março,47,032011
2012,Sergipe,Março,71,032012
2013,Sergipe,Março,67,032013
2014,Sergipe,Março,33,032014
2015,Sergipe,Março,49,032015
2016,Sergipe,Março,26,032016
2017,Sergipe,Março,16,032017
1998,Sergipe,Abril,0,041998
1999,Sergipe,Abril,6,041999
2000,Sergipe,Abril,1,042000
2001,Sergipe,Abril,0,042001
2002,Sergipe,Abril,12,042002
2003,Sergipe,Abril,48,042003
2004,Sergipe,Abril,13,042004
2005,Sergipe,Abril,8,042005
2006,Sergipe,Abril,9,042006
2007,Sergipe,Abril,1,042007
2008,Sergipe,Abril,2,042008
2009,Sergipe,Abril,19,042009
2010,Sergipe,Abril,1,042010
2011,Sergipe,Abril,12,042011
2012,Sergipe,Abril,40,042012
2013,Sergipe,Abril,15,042013
2014,Sergipe,Abril,7,042014
2015,Sergipe,Abril,35,042015
2016,Sergipe,Abril,14,042016
2017,Sergipe,Abril,8,042017
1998,Sergipe,Maio,0,051998
1999,Sergipe,Maio,0,051999
2000,Sergipe,Maio,0,052000
2001,Sergipe,Maio,3,052001
2002,Sergipe,Maio,0,052002
2003,Sergipe,Maio,2,052003
2004,Sergipe,Maio,5,052004
2005,Sergipe,Maio,0,052005
2006,Sergipe,Maio,0,052006
2007,Sergipe,Maio,0,052007
2008,Sergipe,Maio,0,052008
2009,Sergipe,Maio,0,052009
2010,Sergipe,Maio,0,052010
2011,Sergipe,Maio,0,052011
2012,Sergipe,Maio,17,052012
2013,Sergipe,Maio,1,052013
2014,Sergipe,Maio,1,052014
2015,Sergipe,Maio,11,052015
2016,Sergipe,Maio,9,052016
2017,Sergipe,Maio,1,052017
1998,Sergipe,Junho,0,061998
1999,Sergipe,Junho,0,061999
2000,Sergipe,Junho,0,062000
2001,Sergipe,Junho,0,062001
2002,Sergipe,Junho,0,062002
2003,Sergipe,Junho,0,062003
2004,Sergipe,Junho,0,062004
2005,Sergipe,Junho,0,062005
2006,Sergipe,Junho,0,062006
2007,Sergipe,Junho,0,062007
2008,Sergipe,Junho,0,062008
2009,Sergipe,Junho,2,062009
2010,Sergipe,Junho,0,062010
2011,Sergipe,Junho,1,062011
2012,Sergipe,Junho,3,062012
2013,Sergipe,Junho,1,062013
2014,Sergipe,Junho,0,062014
2015,Sergipe,Junho,3,062015
2016,Sergipe,Junho,1,062016
2017,Sergipe,Junho,0,062017
1998,Sergipe,Julho,0,071998
1999,Sergipe,Julho,0,071999
2000,Sergipe,Julho,0,072000
2001,Sergipe,Julho,0,072001
2002,Sergipe,Julho,0,072002
2003,Sergipe,Julho,0,072003
2004,Sergipe,Julho,0,072004
2005,Sergipe,Julho,0,072005
2006,Sergipe,Julho,0,072006
2007,Sergipe,Julho,0,072007
2008,Sergipe,Julho,0,072008
2009,Sergipe,Julho,0,072009
2010,Sergipe,Julho,0,072010
2011,Sergipe,Julho,0,072011
2012,Sergipe,Julho,1,072012
2013,Sergipe,Julho,0,072013
2014,Sergipe,Julho,0,072014
2015,Sergipe,Julho,0,072015
2016,Sergipe,Julho,0,072016
2017,Sergipe,Julho,0,072017
1998,Sergipe,Agosto,0,081998
1999,Sergipe,Agosto,0,081999
2000,Sergipe,Agosto,0,082000
2001,Sergipe,Agosto,0,082001
2002,Sergipe,Agosto,2,082002
2003,Sergipe,Agosto,0,082003
2004,Sergipe,Agosto,0,082004
2005,Sergipe,Agosto,0,082005
2006,Sergipe,Agosto,0,082006
2007,Sergipe,Agosto,0,082007
2008,Sergipe,Agosto,0,082008
2009,Sergipe,Agosto,0,082009
2010,Sergipe,Agosto,0,082010
2011,Sergipe,Agosto,1,082011
2012,Sergipe,Agosto,0,082012
2013,Sergipe,Agosto,0,082013
2014,Sergipe,Agosto,0,082014
2015,Sergipe,Agosto,0,082015
2016,Sergipe,Agosto,6,082016
2017,Sergipe,Agosto,0,082017
1998,Sergipe,Setembro,0,091998
1999,Sergipe,Setembro,0,091999
2000,Sergipe,Setembro,0,092000
2001,Sergipe,Setembro,1,092001
2002,Sergipe,Setembro,0,092002
2003,Sergipe,Setembro,3,092003
2004,Sergipe,Setembro,0,092004
2005,Sergipe,Setembro,2,092005
2006,Sergipe,Setembro,0,092006
2007,Sergipe,Setembro,0,092007
2008,Sergipe,Setembro,0,092008
2009,Sergipe,Setembro,1,092009
2010,Sergipe,Setembro,0,092010
2011,Sergipe,Setembro,0,092011
2012,Sergipe,Setembro,1,092012
2013,Sergipe,Setembro,1,092013
2014,Sergipe,Setembro,4,092014
2015,Sergipe,Setembro,1,092015
2016,Sergipe,Setembro,2,092016
2017,Sergipe,Setembro,0,092017
1998,Sergipe,Outubro,0,101998
1999,Sergipe,Outubro,0,101999
2000,Sergipe,Outubro,3,102000
2001,Sergipe,Outubro,5,102001
2002,Sergipe,Outubro,20,102002
2003,Sergipe,Outubro,2,102003
2004,Sergipe,Outubro,3,102004
2005,Sergipe,Outubro,11,102005
2006,Sergipe,Outubro,3,102006
2007,Sergipe,Outubro,3,102007
2008,Sergipe,Outubro,0,102008
2009,Sergipe,Outubro,1,102009
